cid,bdate,gen,dwh_create_date
AW00027924,11/22/1962,Male,46:40.2
AW00027925,8/10/1962,Male,46:40.2
AW00027926,7/6/1961,Male,46:40.2
AW00027927,10/2/1961,Male,46:40.2
AW00027928,12/6/1961,Female,46:40.2
AW00027929,12/26/1961,Male,46:40.2
AW00027930,4/22/1961,Male,46:40.2
AW00027931,1/14/1961,Female,46:40.2
AW00027932,1/8/1972,Female,46:40.2
AW00027933,8/19/1959,Female,46:40.2
AW00027934,12/7/1955,Female,46:40.2
AW00027935,10/21/1950,Male,46:40.2
AW00027936,1/4/1951,Male,46:40.2
AW00027937,11/19/1950,Female,46:40.2
AW00027938,9/23/1950,Male,46:40.2
AW00027939,6/19/1951,Male,46:40.2
AW00027940,4/26/1952,Male,46:40.2
AW00027941,12/7/1958,Female,46:40.2
AW00027942,6/18/1965,Male,46:40.2
AW00027943,4/17/1960,Female,46:40.2
AW00027944,6/8/1960,Male,46:40.2
AW00027945,4/8/1965,Female,46:40.2
AW00027946,10/31/1959,Female,46:40.2
AW00027947,4/9/1959,Female,46:40.2
AW00027948,7/22/1964,Male,46:40.2
AW00027949,8/26/1958,Male,46:40.2
AW00027950,10/26/1957,Male,46:40.2
AW00027951,1/9/1958,Male,46:40.2
AW00027952,12/19/1957,Male,46:40.2
AW00027953,5/11/1963,Female,46:40.2
AW00027954,1/29/1957,Female,46:40.2
AW00027955,5/24/1962,Male,46:40.2
AW00027956,10/11/1956,Male,46:40.2
AW00027957,8/19/1956,Female,46:40.2
AW00027958,2/16/1968,Male,46:40.2
AW00027959,9/8/1961,Male,46:40.2
AW00027960,5/21/1956,Male,46:40.2
AW00027961,11/21/1954,Male,46:40.2
AW00027962,5/5/1955,Female,46:40.2
AW00027963,8/22/1960,Female,46:40.2
AW00027964,11/11/1954,Female,46:40.2
AW00027965,5/9/1960,Female,46:40.2
AW00027966,8/12/1953,Female,46:40.2
AW00027967,6/23/1953,Female,46:40.2
AW00027968,12/4/1981,Male,46:40.2
AW00027969,3/28/1982,Male,46:40.2
AW00027970,3/8/1981,Male,46:40.2
AW00027971,8/29/1979,Female,46:40.2
AW00027972,1/30/1979,Male,46:40.2
AW00027973,11/22/1984,Male,46:40.2
AW00027974,11/19/1978,Male,46:40.2
AW00027975,11/8/1977,Male,46:40.2
AW00027976,10/24/1977,Female,46:40.2
AW00027977,10/21/1977,Male,46:40.2
AW00027978,4/9/1982,Female,46:40.2
AW00027979,3/22/1977,Male,46:40.2
AW00027980,5/1/1982,Female,46:40.2
AW00027981,1/30/1982,Female,46:40.2
AW00027982,9/8/1983,Male,46:40.2
AW00027983,4/19/1977,Male,46:40.2
AW00027984,8/29/1976,Female,46:40.2
AW00027985,1/7/1976,Female,46:40.2
AW00027986,10/5/1975,Male,46:40.2
AW00027987,12/17/1975,Male,46:40.2
AW00027988,3/7/1955,Male,46:40.2
AW00027989,9/5/1953,Male,46:40.2
AW00027990,4/17/1954,Female,46:40.2
AW00027991,4/16/1954,Female,46:40.2
AW00027992,3/10/1954,Male,46:40.2
AW00027993,8/13/1952,Male,46:40.2
AW00027994,1/1/1943,Female,46:40.2
AW00027995,10/6/1942,Male,46:40.2
AW00027996,11/18/1942,Female,46:40.2
AW00027997,9/21/1948,Female,46:40.2
AW00027998,8/5/1942,Male,46:40.2
AW00027999,4/20/1949,Male,46:40.2
AW00028000,10/1/1943,Female,46:40.2
AW00028001,11/23/1944,Female,46:40.2
AW00028002,8/16/1944,Female,46:40.2
AW00028003,5/18/1945,Female,46:40.2
AW00028004,3/8/1945,Female,46:40.2
AW00028005,2/19/1946,Female,46:40.2
AW00028006,10/8/1946,Male,46:40.2
AW00028007,4/3/1947,Male,46:40.2
AW00028008,5/6/1947,Female,46:40.2
AW00028009,1/7/1959,Female,46:40.2
AW00028010,8/11/1947,Male,46:40.2
AW00028011,8/24/1948,Male,46:40.2
AW00028012,12/7/1954,Male,46:40.2
AW00028013,4/12/1955,Male,46:40.2
AW00028014,4/22/1950,Female,46:40.2
AW00028015,5/15/1958,Male,46:40.2
AW00028016,5/21/1951,Male,46:40.2
AW00028017,12/22/1950,Male,46:40.2
AW00028018,3/17/1956,Female,46:40.2
AW00028019,11/30/1951,Female,46:40.2
AW00028020,5/23/1957,Male,46:40.2
AW00028021,3/14/1952,Female,46:40.2
AW00028022,12/10/1951,Male,46:40.2
AW00028023,3/14/1952,Female,46:40.2
AW00028024,10/4/1951,Male,46:40.2
AW00028025,7/24/1952,Female,46:40.2
AW00028026,1/18/1969,Female,46:40.2
AW00028027,5/5/1953,Female,46:40.2
AW00028028,6/11/1953,Male,46:40.2
AW00028029,5/25/1953,Male,46:40.2
AW00028030,10/1/1958,Male,46:40.2
AW00028031,9/5/1952,Female,46:40.2
AW00028032,5/9/1953,Female,46:40.2
AW00028033,8/19/1952,Male,46:40.2
AW00028034,9/12/1959,Female,46:40.2
AW00028035,2/7/1954,Female,46:40.2
AW00028036,12/3/1953,Male,46:40.2
AW00028037,12/16/1953,Male,46:40.2
AW00028038,8/19/1953,Male,46:40.2
AW00028039,8/30/1959,Male,46:40.2
AW00028040,8/22/1954,Male,46:40.2
AW00028041,10/30/1954,Female,46:40.2
AW00028042,4/11/1960,Male,46:40.2
AW00028043,5/3/1955,Female,46:40.2
AW00028044,1/9/1955,Male,46:40.2
AW00028045,7/2/1955,Male,46:40.2
AW00028046,11/13/1955,Female,46:40.2
AW00028047,6/18/1956,Male,46:40.2
AW00028048,10/6/1961,Male,46:40.2
AW00028049,4/23/1956,Male,46:40.2
AW00028050,4/3/1956,Male,46:40.2
AW00028051,1/11/1962,Male,46:40.2
AW00028052,2/16/1968,Male,46:40.2
AW00028053,10/25/1956,Male,46:40.2
AW00028054,5/7/1957,Female,46:40.2
AW00028055,10/21/1963,Female,46:40.2
AW00028056,5/12/1958,Male,46:40.2
AW00028057,9/10/1957,Female,46:40.2
AW00028058,9/4/1957,Female,46:40.2
AW00028059,5/15/1959,Male,46:40.2
AW00028060,4/13/1977,Male,46:40.2
AW00028061,1/5/1977,Male,46:40.2
AW00028062,9/11/1971,Male,46:40.2
AW00028063,6/10/1972,Female,46:40.2
AW00028064,9/9/1977,Female,46:40.2
AW00028065,7/4/1971,Female,46:40.2
AW00028066,4/12/1980,Male,46:40.2
AW00028067,12/8/1980,Female,46:40.2
AW00028068,4/12/1975,Female,46:40.2
AW00028069,12/31/1977,Male,46:40.2
AW00028070,4/7/1979,Male,46:40.2
AW00028071,1/6/1985,Male,46:40.2
AW00028072,8/18/1973,Female,46:40.2
AW00028073,10/10/1972,Female,46:40.2
AW00028074,10/19/1983,Male,46:40.2
AW00028075,2/10/1978,Male,46:40.2
AW00028076,5/11/1973,Male,46:40.2
AW00028077,10/6/1972,Female,46:40.2
AW00028078,9/9/1974,Male,46:40.2
AW00028079,3/3/1979,Female,46:40.2
AW00028080,3/25/1974,Female,46:40.2
AW00028081,9/7/1979,Female,46:40.2
AW00028082,1/29/1974,Male,46:40.2
AW00028083,2/14/1974,Female,46:40.2
AW00028084,2/19/1974,Male,46:40.2
AW00028085,1/12/1985,Male,46:40.2
AW00028086,8/12/1984,Female,46:40.2
AW00028087,10/11/1984,Female,46:40.2
AW00028088,10/25/1984,Male,46:40.2
AW00028089,3/12/1985,Male,46:40.2
AW00028090,10/2/1984,Male,46:40.2
AW00028091,12/23/1949,Female,46:40.2
AW00028092,6/14/1984,Female,46:40.2
AW00028093,8/26/1983,Male,46:40.2
AW00028094,5/25/1984,Female,46:40.2
AW00028095,8/11/1983,Female,46:40.2
AW00028096,5/18/1984,Female,46:40.2
AW00028097,3/2/1984,Female,46:40.2
AW00028098,7/24/1952,Male,46:40.2
AW00028099,4/4/1984,Male,46:40.2
AW00028100,2/22/1984,Female,46:40.2
AW00028101,3/13/1983,Male,46:40.2
AW00028102,12/2/1953,Male,46:40.2
AW00028103,11/17/1959,Male,46:40.2
AW00028104,2/18/1983,Female,46:40.2
AW00028105,5/23/1983,Female,46:40.2
AW00028106,11/24/1982,Female,46:40.2
AW00028107,9/22/1955,Female,46:40.2
AW00028108,11/17/1955,Male,46:40.2
AW00028109,9/3/1955,Male,46:40.2
AW00028110,11/3/1956,Female,46:40.2
AW00028111,1/3/1957,Male,46:40.2
AW00028112,1/19/1986,Female,46:40.2
AW00028113,10/11/1957,Female,46:40.2
AW00028114,12/11/1958,Male,46:40.2
AW00028115,9/4/1958,Female,46:40.2
AW00028116,8/1/1969,Female,46:40.2
AW00028117,2/8/1971,Male,46:40.2
AW00028118,1/7/1961,Female,46:40.2
AW00028119,4/6/1966,Male,46:40.2
AW00028120,7/16/1966,Male,46:40.2
AW00028121,8/14/1980,Female,46:40.2
AW00028122,12/5/1980,Male,46:40.2
AW00028123,8/11/1980,Female,46:40.2
AW00028124,12/29/1980,Female,46:40.2
AW00028125,3/21/1981,Male,46:40.2
AW00028126,7/11/1980,Female,46:40.2
AW00028127,12/15/1980,Male,46:40.2
AW00028128,10/18/1979,Male,46:40.2
AW00028129,9/3/1979,Male,46:40.2
AW00028130,8/2/1978,Male,46:40.2
AW00028131,10/7/1978,Male,46:40.2
AW00028132,3/12/1978,Male,46:40.2
AW00028133,5/31/1962,Male,46:40.2
AW00028134,5/23/1962,Male,46:40.2
AW00028135,11/6/1962,Female,46:40.2
AW00028136,9/23/1962,Female,46:40.2
AW00028137,3/23/1975,Female,46:40.2
AW00028138,5/12/1964,Male,46:40.2
AW00028139,1/13/1964,Female,46:40.2
AW00028140,12/31/1969,Male,46:40.2
AW00028141,9/13/1979,Male,46:40.2
AW00028142,8/10/1985,Male,46:40.2
AW00028143,5/11/1985,Male,46:40.2
AW00028144,2/20/1980,Male,46:40.2
AW00028145,5/10/1980,Male,46:40.2
AW00028146,6/10/1972,Male,46:40.2
AW00028147,1/15/1970,Male,46:40.2
AW00028148,2/15/1975,Male,46:40.2
AW00028149,8/8/1975,Male,46:40.2
AW00028150,5/6/1970,Male,46:40.2
AW00028151,4/8/1974,Female,46:40.2
AW00028152,2/25/1974,Male,46:40.2
AW00028153,9/20/1968,Female,46:40.2
AW00028154,10/9/1973,Female,46:40.2
AW00028155,2/21/1974,Female,46:40.2
AW00028156,12/9/1973,Female,46:40.2
AW00028157,4/22/1974,Male,46:40.2
AW00028158,9/3/1967,Male,46:40.2
AW00028159,8/27/1967,Female,46:40.2
AW00028160,3/9/1968,Female,46:40.2
AW00028161,3/6/1984,Female,46:40.2
AW00028162,12/9/1967,Male,46:40.2
AW00028163,3/7/1973,Female,46:40.2
AW00028164,4/19/1968,Female,46:40.2
AW00028165,3/9/1967,Female,46:40.2
AW00028166,1/1/1967,Female,46:40.2
AW00028167,8/19/1966,Male,46:40.2
AW00028168,4/9/1967,Female,46:40.2
AW00028169,3/14/1972,Male,46:40.2
AW00028170,1/18/1972,Female,46:40.2
AW00028171,10/12/1972,Male,46:40.2
AW00028172,11/23/1972,Male,46:40.2
AW00028173,7/31/1965,Male,46:40.2
AW00028174,4/21/1971,Male,46:40.2
AW00028175,12/29/1965,Male,46:40.2
AW00028176,12/31/1972,Female,46:40.2
AW00028177,2/14/1973,Male,46:40.2
AW00028178,4/23/1978,Female,46:40.2
AW00028179,4/26/1973,Male,46:40.2
AW00028180,1/31/1973,Male,46:40.2
AW00028181,8/30/1976,Female,46:40.2
AW00028182,3/5/1966,Male,46:40.2
AW00028183,1/1/1966,Female,46:40.2
AW00028184,12/4/1976,Female,46:40.2
AW00028185,10/13/1976,Male,46:40.2
AW00028186,8/5/1965,Female,46:40.2
AW00028187,11/9/1970,Male,46:40.2
AW00028188,10/13/1964,Female,46:40.2
AW00028189,10/22/1970,Male,46:40.2
AW00028190,5/17/1970,Female,46:40.2
AW00028191,12/16/1964,Female,46:40.2
AW00028192,9/18/1970,Female,46:40.2
AW00028193,10/16/1964,Female,46:40.2
AW00028194,8/14/1964,Female,46:40.2
AW00028195,12/30/1964,Female,46:40.2
AW00028196,11/15/1963,Male,46:40.2
AW00028197,10/2/1969,Female,46:40.2
AW00028198,8/10/1963,Male,46:40.2
AW00028199,11/7/1963,Female,46:40.2
AW00028200,9/7/1963,Female,46:40.2
AW00028201,3/25/1975,Male,46:40.2
AW00028202,9/12/1974,Female,46:40.2
AW00028203,12/26/1974,Male,46:40.2
AW00028204,9/28/1980,Male,46:40.2
AW00028205,8/31/1973,Female,46:40.2
AW00028206,1/19/1976,Female,46:40.2
AW00028207,11/8/1975,Male,46:40.2
AW00028208,1/19/1976,Female,46:40.2
AW00028209,5/8/1974,Female,46:40.2
AW00028210,11/30/1973,Female,46:40.2
AW00028211,4/23/1974,Male,46:40.2
AW00028212,4/2/1979,Female,46:40.2
AW00028213,3/9/1979,Male,46:40.2
AW00028214,3/9/1979,Female,46:40.2
AW00028215,5/10/1973,Female,46:40.2
AW00028216,7/23/1972,Female,46:40.2
AW00028217,10/10/1980,Female,46:40.2
AW00028218,12/31/1972,Female,46:40.2
AW00028219,10/16/1972,Male,46:40.2
AW00028220,3/19/1972,Female,46:40.2
AW00028221,5/13/1963,Female,46:40.2
AW00028222,7/5/1962,Male,46:40.2
AW00028223,7/3/1968,Female,46:40.2
AW00028224,8/3/1962,Male,46:40.2
AW00028225,9/6/1979,Male,46:40.2
AW00028226,11/20/1961,Male,46:40.2
AW00028227,3/14/1962,Male,46:40.2
AW00028228,1/30/1978,Female,46:40.2
AW00028229,9/14/1967,Female,46:40.2
AW00028230,9/24/1967,Female,46:40.2
AW00028231,8/12/1978,Male,46:40.2
AW00028232,2/20/1976,Male,46:40.2
AW00028233,2/19/1976,Male,46:40.2
AW00028234,8/13/1970,Male,46:40.2
AW00028235,8/11/1970,Male,46:40.2
AW00028236,7/9/1976,Female,46:40.2
AW00028237,12/10/1970,Female,46:40.2
AW00028238,1/4/1971,Male,46:40.2
AW00028239,4/20/1975,Male,46:40.2
AW00028240,1/11/1970,Male,46:40.2
AW00028241,12/1/1969,Male,46:40.2
AW00028242,12/31/1969,Female,46:40.2
AW00028243,4/12/1981,Male,46:40.2
AW00028244,5/14/1975,Female,46:40.2
AW00028245,7/4/1961,Male,46:40.2
AW00028246,10/8/1967,Female,46:40.2
AW00028247,3/22/1962,Male,46:40.2
AW00028248,11/12/1968,Male,46:40.2
AW00028249,8/29/1968,Female,46:40.2
AW00028250,5/14/1974,Male,46:40.2
AW00028251,7/17/1968,Male,46:40.2
AW00028252,5/12/1969,Female,46:40.2
AW00028253,5/7/1974,Male,46:40.2
AW00028254,8/11/1973,Female,46:40.2
AW00028255,7/18/1973,Male,46:40.2
AW00028256,4/16/1968,Male,46:40.2
AW00028257,4/14/1973,Male,46:40.2
AW00028258,3/8/1968,Female,46:40.2
AW00028259,11/29/1973,Male,46:40.2
AW00028260,2/19/1967,Male,46:40.2
AW00028261,1/19/1967,Female,46:40.2
AW00028262,7/3/1972,Female,46:40.2
AW00028263,11/4/1966,Male,46:40.2
AW00028264,3/27/1967,Female,46:40.2
AW00028265,2/22/1967,Male,46:40.2
AW00028266,9/20/1966,Male,46:40.2
AW00028267,9/9/1966,Female,46:40.2
AW00028268,7/9/1972,Female,46:40.2
AW00028269,8/23/1966,Female,46:40.2
AW00028270,3/22/1966,Male,46:40.2
AW00028271,12/1/1960,Male,46:40.2
AW00028272,4/14/1961,Male,46:40.2
AW00028273,2/10/1961,Female,46:40.2
AW00028274,11/30/1965,Male,46:40.2
AW00028275,12/15/1959,Male,46:40.2
AW00028276,5/24/1941,Female,46:40.2
AW00028277,8/1/1940,Female,46:40.2
AW00028278,1/17/1941,Male,46:40.2
AW00028279,5/22/1941,Male,46:40.2
AW00028280,8/21/1940,Male,46:40.2
AW00028281,6/24/1941,Male,46:40.2
AW00028282,1/18/1942,Female,46:40.2
AW00028283,1/7/1971,Female,46:40.2
AW00028284,9/2/1965,Female,46:40.2
AW00028285,8/26/1965,Female,46:40.2
AW00028286,8/24/1965,Female,46:40.2
AW00028287,5/13/1971,n/a,46:40.2
AW00028288,8/29/1971,n/a,46:40.2
AW00028289,3/20/1966,n/a,46:40.2
AW00028290,10/13/1959,n/a,46:40.2
AW00028291,10/19/1959,n/a,46:40.2
AW00028292,5/3/1971,n/a,46:40.2
AW00028293,2/11/1965,n/a,46:40.2
AW00028294,2/1/1960,n/a,46:40.2
AW00028295,8/21/1959,n/a,46:40.2
AW00028296,9/12/1964,n/a,46:40.2
AW00028297,3/19/1964,n/a,46:40.2
AW00028298,2/19/1959,n/a,46:40.2
AW00028299,6/20/1973,n/a,46:40.2
AW00028300,11/19/1960,n/a,46:40.2
AW00028301,2/24/1955,n/a,46:40.2
AW00028302,8/20/1954,n/a,46:40.2
AW00028303,11/24/1975,n/a,46:40.2
AW00028304,8/15/1969,n/a,46:40.2
AW00028305,2/4/1970,n/a,46:40.2
AW00028306,5/28/1974,n/a,46:40.2
AW00028307,8/22/1968,n/a,46:40.2
AW00028308,10/3/1974,n/a,46:40.2
AW00028309,10/1/1983,n/a,46:40.2
AW00028310,5/20/1978,n/a,46:40.2
AW00028311,8/7/1972,n/a,46:40.2
AW00028312,6/23/1968,n/a,46:40.2
AW00028313,9/12/1967,n/a,46:40.2
AW00028314,10/23/1973,n/a,46:40.2
AW00028315,4/3/1968,n/a,46:40.2
AW00028316,12/9/1967,n/a,46:40.2
AW00028317,10/29/1972,Male,46:40.2
AW00028318,1/2/1978,Female,46:40.2
AW00028319,11/8/1976,Female,46:40.2
AW00028320,5/19/1966,Female,46:40.2
AW00028321,11/7/1965,Male,46:40.2
AW00028322,7/18/1980,Male,46:40.2
AW00028323,11/29/1968,Male,46:40.2
AW00028324,4/3/1968,Male,46:40.2
AW00028325,1/12/1967,Male,46:40.2
AW00028326,5/1/1975,Female,46:40.2
AW00028327,12/13/1968,Female,46:40.2
AW00028328,10/20/1961,Male,46:40.2
AW00028329,5/6/1959,Male,46:40.2
AW00028330,9/30/1981,Male,46:40.2
AW00028331,2/2/1982,Female,46:40.2
AW00028332,12/4/1981,Male,46:40.2
AW00028333,12/10/1985,Female,46:40.2
AW00028334,5/17/1986,Female,46:40.2
AW00028335,3/22/1986,Female,46:40.2
AW00028336,9/5/1985,Male,46:40.2
AW00028337,5/15/1986,Female,46:40.2
AW00028338,9/2/1942,Female,46:40.2
AW00028339,1/19/1984,Male,46:40.2
AW00028340,4/4/1984,Male,46:40.2
AW00028341,3/2/1984,Male,46:40.2
AW00028342,7/15/1983,Female,46:40.2
AW00028343,6/6/1983,Female,46:40.2
AW00028344,4/22/1983,Male,46:40.2
AW00028345,6/23/1983,Female,46:40.2
AW00028346,12/1/1984,Male,46:40.2
AW00028347,3/10/1985,Female,46:40.2
AW00028348,10/2/1944,Female,46:40.2
AW00028349,8/20/1944,Female,46:40.2
AW00028350,9/19/1944,Female,46:40.2
AW00028351,1/10/1946,Male,46:40.2
AW00028352,12/6/1948,Female,46:40.2
AW00028353,7/13/1948,Female,46:40.2
AW00028354,12/20/1970,Male,46:40.2
AW00028355,3/14/1971,Male,46:40.2
AW00028356,8/29/1970,Male,46:40.2
AW00028357,8/10/1970,Female,46:40.2
AW00028358,11/30/1970,Male,46:40.2
AW00028359,7/14/1976,Female,46:40.2
AW00028360,12/31/1970,Male,46:40.2
AW00028361,3/26/1971,Female,46:40.2
AW00028362,5/9/1976,Female,46:40.2
AW00028363,2/16/1976,Female,46:40.2
AW00028364,3/2/1974,Female,46:40.2
AW00028365,5/6/1974,Female,46:40.2
AW00028366,11/10/1972,Male,46:40.2
AW00028367,9/7/1972,Male,46:40.2
AW00028368,4/16/1978,Male,46:40.2
AW00028369,5/8/1973,Female,46:40.2
AW00028370,11/6/1972,Male,46:40.2
AW00028371,11/10/1972,Female,46:40.2
AW00028372,11/10/1978,Male,46:40.2
AW00028373,3/24/1972,Male,46:40.2
AW00028374,8/15/1971,Male,46:40.2
AW00028375,11/7/1977,Female,46:40.2
AW00028376,10/4/1978,Male,46:40.2
AW00028377,12/31/1972,Male,46:40.2
AW00028378,3/5/1972,Female,46:40.2
AW00028379,9/1/1971,Male,46:40.2
AW00028380,8/4/1970,Female,46:40.2
AW00028381,10/22/1970,Male,46:40.2
AW00028382,9/29/1976,Male,46:40.2
AW00028383,5/27/1971,Female,46:40.2
AW00028384,4/1/1976,Female,46:40.2
AW00028385,3/15/1976,Female,46:40.2
AW00028386,9/13/1980,Male,46:40.2
AW00028387,3/6/1975,Male,46:40.2
AW00028388,9/29/1975,Female,46:40.2
AW00028389,6/17/1970,Female,46:40.2
AW00028390,9/30/1969,Male,46:40.2
AW00028391,3/13/1981,Female,46:40.2
AW00028392,12/18/1938,Male,46:40.2
AW00028393,1/4/1972,Male,46:40.2
AW00028394,10/1/1971,Female,46:40.2
AW00028395,6/26/1972,Male,46:40.2
AW00028396,8/16/1977,Female,46:40.2
AW00028397,5/5/1972,Female,46:40.2
AW00028398,8/4/1968,Male,46:40.2
AW00028399,7/15/1974,Male,46:40.2
AW00028400,8/22/1968,Male,46:40.2
AW00028401,6/3/1971,Female,46:40.2
AW00028402,11/23/1970,Female,46:40.2
AW00028403,3/13/1982,Female,46:40.2
AW00028404,5/10/1975,Female,46:40.2
AW00028405,4/3/1970,Male,46:40.2
AW00028406,9/16/1979,Male,46:40.2
AW00028407,4/26/1969,Female,46:40.2
AW00028408,4/10/1984,Female,46:40.2
AW00028409,3/15/1983,Female,46:40.2
AW00028410,10/19/1982,Female,46:40.2
AW00028411,12/14/1982,Male,46:40.2
AW00028412,2/5/1983,Male,46:40.2
AW00028413,9/9/1981,Male,46:40.2
AW00028414,12/18/1983,Male,46:40.2
AW00028415,12/16/1974,Female,46:40.2
AW00028416,12/16/1974,Male,46:40.2
AW00028417,8/14/1973,Female,46:40.2
AW00028418,8/24/1967,Female,46:40.2
AW00028419,8/14/1967,Female,46:40.2
AW00028420,3/9/1968,Female,46:40.2
AW00028421,2/12/1984,Female,46:40.2
AW00028422,1/3/1983,Female,46:40.2
AW00028423,5/22/1983,Male,46:40.2
AW00028424,7/20/1982,Male,46:40.2
AW00028425,3/21/1983,Male,46:40.2
AW00028426,2/15/1983,Male,46:40.2
AW00028427,10/8/1982,Female,46:40.2
AW00028428,12/7/1982,Female,46:40.2
AW00028429,1/6/1982,Male,46:40.2
AW00028430,11/29/1980,Male,46:40.2
AW00028431,5/22/1981,Male,46:40.2
AW00028432,12/21/1980,Male,46:40.2
AW00028433,11/22/1981,Female,46:40.2
AW00028434,8/1/1981,Male,46:40.2
AW00028435,10/9/1981,Male,46:40.2
AW00028436,11/29/1981,Male,46:40.2
AW00028437,11/11/1981,Female,46:40.2
AW00028438,12/30/1981,Female,46:40.2
AW00028439,5/11/1981,Female,46:40.2
AW00028440,12/2/1980,Female,46:40.2
AW00028441,4/14/1980,Male,46:40.2
AW00028442,11/8/1979,Male,46:40.2
AW00028443,6/16/1981,Male,46:40.2
AW00028444,5/18/1981,Male,46:40.2
AW00028445,6/17/1981,Male,46:40.2
AW00028446,12/1/1980,Female,46:40.2
AW00028447,11/3/1978,Male,46:40.2
AW00028448,11/8/1978,Female,46:40.2
AW00028449,7/10/1975,Male,46:40.2
AW00028450,8/14/1967,Male,46:40.2
AW00028451,2/1/1968,Female,46:40.2
AW00028452,5/3/1967,Female,46:40.2
AW00028453,7/9/1966,Female,46:40.2
AW00028454,5/5/1972,Female,46:40.2
AW00028455,6/2/1972,Male,46:40.2
AW00028456,6/17/1972,Male,46:40.2
AW00028457,3/30/1941,Male,46:40.2
AW00028458,12/7/1967,Female,46:40.2
AW00028459,11/11/1963,Female,46:40.2
AW00028460,12/2/1963,Male,46:40.2
AW00028461,9/13/1968,Male,46:40.2
AW00028462,9/19/1962,Female,46:40.2
AW00028463,12/11/1962,Male,46:40.2
AW00028464,11/8/1961,Male,46:40.2
AW00028465,9/14/1967,Female,46:40.2
AW00028466,3/21/1962,Male,46:40.2
AW00028467,8/8/1971,Female,46:40.2
AW00028468,8/28/1960,Female,46:40.2
AW00028469,10/1/1960,Female,46:40.2
AW00028470,8/19/1959,Female,46:40.2
AW00028471,2/21/1960,Male,46:40.2
AW00028472,1/11/1944,Female,46:40.2
AW00028473,4/22/1945,Male,46:40.2
AW00028474,1/19/1946,Male,46:40.2
AW00028475,12/9/1946,Male,46:40.2
AW00028476,10/8/1952,Male,46:40.2
AW00028477,3/3/1947,Male,46:40.2
AW00028478,4/14/1949,Female,46:40.2
AW00028479,12/5/1985,Male,46:40.2
AW00028480,2/25/1986,Male,46:40.2
AW00028481,7/14/1984,Female,46:40.2
AW00028482,8/6/1983,Male,46:40.2
AW00028483,10/22/1981,Female,46:40.2
AW00028484,3/12/1985,Male,46:40.2
AW00028485,8/2/1983,Female,46:40.2
AW00028486,4/6/1984,Female,46:40.2
AW00028487,4/1/1984,Male,46:40.2
AW00028488,5/6/1983,Male,46:40.2
AW00028489,2/23/1949,Male,46:40.2
AW00028490,3/20/1949,Female,46:40.2
AW00028491,10/20/1966,Female,46:40.2
AW00028492,11/4/1966,Female,46:40.2
AW00028493,5/21/1967,Female,46:40.2
AW00028494,10/19/1983,Male,46:40.2
AW00028495,5/19/1966,Female,46:40.2
AW00028496,8/5/1971,Male,46:40.2
AW00028497,3/11/1966,Male,46:40.2
AW00028498,4/7/1970,Female,46:40.2
AW00028499,12/3/1970,Female,46:40.2
AW00028500,5/15/1965,Male,46:40.2
AW00028501,3/3/1965,Male,46:40.2
AW00028502,4/9/1965,Female,46:40.2
AW00028503,10/5/1970,Male,46:40.2
AW00028504,9/21/1969,Male,46:40.2
AW00028505,9/5/1963,Female,46:40.2
AW00028506,5/4/1966,Female,46:40.2
AW00028507,12/5/1964,Female,46:40.2
AW00028508,4/15/1965,Female,46:40.2
AW00028509,8/18/1964,Female,46:40.2
AW00028510,9/19/1964,Male,46:40.2
AW00028511,3/13/1981,Male,46:40.2
AW00028512,11/8/1981,Male,46:40.2
AW00028513,1/21/1976,Female,46:40.2
AW00028514,12/9/1974,Female,46:40.2
AW00028515,12/23/1980,Male,46:40.2
AW00028516,10/11/1975,Male,46:40.2
AW00028517,1/23/1975,Male,46:40.2
AW00028518,5/17/1975,Female,46:40.2
AW00028519,4/14/1975,Male,46:40.2
AW00028520,10/3/1974,Female,46:40.2
AW00028521,3/15/1975,Male,46:40.2
AW00028522,7/3/1980,Female,46:40.2
AW00028523,1/6/1980,Male,46:40.2
AW00028524,3/8/1975,Female,46:40.2
AW00028525,5/4/1958,Male,46:40.2
AW00028526,7/5/1964,Male,46:40.2
AW00028527,12/19/1973,Male,46:40.2
AW00028528,6/16/1979,Female,46:40.2
AW00028529,12/6/1973,Female,46:40.2
AW00028530,3/15/1974,Male,46:40.2
AW00028531,5/6/1974,Male,46:40.2
AW00028532,6/5/1974,Male,46:40.2
AW00028533,4/8/1976,Male,46:40.2
AW00028534,12/3/1970,Female,46:40.2
AW00028535,1/6/1979,Female,46:40.2
AW00028536,8/14/1969,Female,46:40.2
AW00028537,1/13/1932,Male,46:40.2
AW00028538,11/16/1978,Male,46:40.2
AW00028539,2/2/1979,Female,46:40.2
AW00028540,5/25/1980,Female,46:40.2
AW00028541,10/1/1979,Female,46:40.2
AW00028542,2/14/1985,Female,46:40.2
AW00028543,NULL,Male,46:40.2
AW00028544,4/14/1985,Male,46:40.2
AW00028545,3/17/1986,Male,46:40.2
AW00028546,2/23/1986,Female,46:40.2
AW00028547,1/9/1986,Female,46:40.2
AW00028548,5/17/1986,Female,46:40.2
AW00028549,1/22/1980,Female,46:40.2
AW00028550,6/18/1978,Male,46:40.2
AW00028551,6/11/1978,Male,46:40.2
AW00028552,4/13/1978,Female,46:40.2
AW00028553,7/22/1978,Female,46:40.2
AW00028554,3/7/1984,Female,46:40.2
AW00028555,1/9/1979,Female,46:40.2
AW00028556,12/18/1978,Female,46:40.2
AW00028557,5/14/1979,Male,46:40.2
